order_id,customer_id,order_date,product_id,product_name,category,quantity,price,discount
1066,C182,2025-06-12,P101,iPhone 13,Electronics,5,800,50
1260,C166,2024-01-27,P302,Dining Table,Home,3,450,0
1437,C185,2025-06-22,P203,Jacket,Clothing,4,60,5
1351,C062,2024-02-27,P103,Noise Headphones,Electronics,1,120,50
1361,C095,2023-13-40,P203,Jacket,Clothing,1,60,30
1471,C130,2024/08/09,P402,Textbook,Books,4,45,30
1296,C101,2025-11-01,P403,Magazine,Books,2,10,0
1031,C162,2023-05-01,P204,Sneakers,Clothing,1,75,0
1023,C164,2025-11-05,P203,Jacket,Clothing,2,60,30
1257,C123,2026-07-17,P202,T-shirt,Clothing,2,20,nil
1032,C132,02/05/2024,P301,Sofa,Home,4,500,30
1423,C055,2024-02-26,P301,,Home,1,500,30
1053,C024,2026-07-23,P402,Textbook,Books,3,45,nil
1036,C064,2024-01-28,P203,Jacket,Clothing,5,60,10
1243,C112,2023-07-07,P204,Sneakers,Clothing,4,75,20
1265,C079,2025-07-02,P402,Textbook,Books,2,45,0
1090,C165,2025-05-27,P201,Jeans,Clothing,4,40,10
1057,C079,2025-01-16,P102,Samsung Galaxy,Electronics,3,700,0
1315,C072,2026-02-16,P302,Dining Table,Home,2,450,10
1003,C056,2024-04-21,P101,iPhone 13,Electronics,5,800,30
1059,C042,2023-12-29,P402,Textbook,Books,1,45,20
1214,C103,2025-12-09,P103,Noise Headphones,Electronics,4,120,5
1223,C142,2023-03-26,P403,Magazine,Books,5,10,20
1448,C199,2023-07-10,P403,Magazine,Books,3,10,20
1201,C037,"Mar 05, 2026",P401,Novel,Books,1,15,0
1075,C063,2025-08-31,P103,Noise Headphones,Electronics,4,120,5
1320,C144,2026-11-26,P301,Sofa,Home,2,500,5
1249,C013,03/05/2024,P402,Textbook,Books,5,45,20
1410,C103,2025-12-30,P402,Textbook,Books,5,45,nil
1121,C110,17/09/2024,P102,Samsung Galaxy,Electronics,5,700,5
1081,C193,2024-05-21,P301,Sofa,Home,5,500,20
1236,C097,2023-11-12,P202,T-shirt,Clothing,2,20,5
1027,C141,12-05-2023,P301,Sofa,Home,5,500,5
1169,C068,2026-01-03,P104,Apple Watch,Electronics,4,350,10
1452,C032,2023-11-20,P403,Magazine,Books,4,10,nil
1239,C050,2025-01-23,P403,Magazine,Books,4,10,30
1343,C019,2023-04-03,P402,Textbook,Books,3,45,0
1360,C035,2025-03-06,P204,Sneakers,Clothing,3,75,20
1110,C136,2024-12-05,P402,Textbook,Books,5,45,10
1051,C068,2023-08-25,P104,Apple Watch,Electronics,5,350,5
1453,C110,2024-02-19,P201,Jeans,Clothing,3,40,10
1290,C124,2025-08-09,P203,Jacket,Clothing,3,60,50
1015,C081,2024-03-11,P404,Notebook,Books,4,5,5
1363,C054,2024-11-12,P302,Dining Table,Home,1,450,50
1115,C014,02-07-2026,P302,Dining Table,Home,2,450,0
1369,C107,2024-08-27,P201,Jeans,Clothing,2,40,5
1004,C108,2024-03-27,P403,Magazine,Books,5,10,5
1205,C107,"Jul 13, 2024",P203,Jacket,Clothing,5,60,10
1060,C172,"May 23, 2024",P301,Sofa,Home,2,500,0
1272,C007,2024-01-17,P404,Notebook,Books,5,5,10
1160,C124,2023/08/07,P204,Sneakers,Clothing,4,75,50
1407,C007,08-03-2025,P203,Jacket,Clothing,4,60,0
1099,C154,2023-09-05,P102,Samsung Galaxy,Electronics,3,700,0
1147,C039,2025-10-11,P102,Samsung Galaxy,Electronics,2,700,0
1041,C109,2026-11-27,P404,Notebook,Books,2,5,0
1166,C034,2026/01/09,P304,Cookware Set,Home,5,120,5
1042,C149,"Jan 15, 2026",P102,Samsung Galaxy,Electronics,3,700,nil
1341,C117,2023-09-28,P402,Textbook,Books,4,45,50
1188,C021,2024-10-21,P201,Jeans,Clothing,1,40,30
1327,C146,2026/05/19,P104,Apple Watch,Electronics,3,350,30
1334,C171,2023-08-31,P403,Magazine,Books,3,10,50
1299,C144,2024-02-03,P304,Cookware Set,Home,5,120,20
1080,C110,31-31-2023,P403,Magazine,Books,2,10,10
1165,C094,2023-09-27,P103,Noise Headphones,Electronics,3,120,5
1029,C113,2025-11-25,P403,Magazine,Books,1,10,0
1146,C012,2024-10-13,P404,Notebook,Books,4,5,50
1365,C142,20/10/2024,P302,Dining Table,Home,4,450,10
1238,C157,2024-08-06,P403,Magazine,Books,2,10,20
1278,C142,2023-09-23,P103,Noise Headphones,Electronics,1,120,50
1058,C091,2026-02-20,P402,Textbook,Books,5,45,5
1454,C024,2026-09-02,P304,Cookware Set,Home,3,120,50
1063,C090,2026-08-06,P401,Novel,Books,5,15,0
1112,C138,2026-11-14,P202,T-shirt,Clothing,2,20,50
1085,C108,2025-03-08,P101,iPhone 13,Electronics,5,800,0
1437,C185,2025-06-22,P203,Jacket,Clothing,4,60,5
1373,C016,2025-12-09,P102,Samsung Galaxy,Electronics,1,700,0
1148,C113,2023-07-24,P403,Magazine,Books,1,10,50
1345,C187,"Aug 15, 2026",P402,Textbook,Books,3,45,20
1130,C151,2023-02-12,P301,Sofa,Home,5,500,nil
1432,C144,2025-11-01,P404,Notebook,Books,4,5,20
1097,C080,2026-03-25,P401,Novel,Books,4,15,30
1469,C094,2026-01-23,P202,,Clothing,4,20,0
1269,C094,2025-01-11,P401,Novel,Books,5,15,nil
1142,C035,2023-05-23,P301,Sofa,Home,4,500,10
1451,C196,2023-04-10,P102,Samsung Galaxy,Electronics,1,700,0
1325,C186,2023-03-18,P202,T-shirt,Clothing,4,20,0
1301,C101,2025-02-03,P303,Lamp,Home,5,35,5
1293,C013,2024-08-17,P401,Novel,Books,5,15,5
1284,C071,2023-09-14,P302,Dining Table,Home,5,450,5
1475,C015,2024-05-15,P103,Noise Headphones,Electronics,4,120,0
1233,C080,2024-01-05,P203,Jacket,Clothing,3,60,5
1247,C021,"Feb 08, 2023",P301,Sofa,Home,2,500,50
1082,C020,2024-08-08,P204,Sneakers,Clothing,3,75,0
1396,C091,2026-02-09,P103,Noise Headphones,Electronics,5,120,20
1311,C177,2024-02-22,P402,Textbook,Books,5,45,50
1222,C074,2023-06-07,P103,Noise Headphones,Electronics,5,120,30
1422,C158,2024-02-09,P403,Magazine,Books,5,10,0
1337,C194,"Jan 05, 2026",P203,Jacket,Clothing,2,60,0
1174,C095,2026-10-05,P402,Textbook,Books,5,45,20
1302,C155,2025-11-08,P401,Novel,Books,5,15,nil
1054,C086,2023-09-25,P301,Sofa,Home,2,500,20
1409,C040,2025-05-16,P401,Novel,Books,1,15,30
1140,C075,2025-11-08,P301,Sofa,Home,4,500,5
1264,C155,2024-01-05,P302,Dining Table,Home,3,450,10
1275,C023,2026-10-28,P303,Lamp,Home,3,35,10
1067,C190,2026-10-05,P203,Jacket,Clothing,3,60,10
1364,C031,07/09/2025,P204,Sneakers,Clothing,5,75,5
1254,C100,2025-02-03,P301,Sofa,Home,1,500,0
1285,C152,,P201,Jeans,Clothing,2,40,30
1359,C037,2025-08-06,P102,Samsung Galaxy,Electronics,5,700,30
1100,C130,2026-08-19,P303,Lamp,Home,1,35,0
1317,C071,2024-08-12,P104,Apple Watch,Electronics,5,350,20
1149,C040,06-03-2023,P404,Notebook,Books,3,5,50
1016,C068,"Oct 13, 2023",P204,Sneakers,Clothing,5,75,20
1164,C175,2023-10-08,P104,Apple Watch,Electronics,1,350,30
1464,C166,2023-06-22,P204,Sneakers,Clothing,5,75,10
1047,C102,2023-09-26,P302,Dining Table,Home,4,450,0
1087,C057,2025-09-26,P204,Sneakers,Clothing,3,75,0
1038,C013,2026-08-28,P101,iPhone 13,Electronics,1,800,5
1411,C093,2026-12-07,P103,Noise Headphones,Electronics,1,120,10
1381,C168,2026-08-23,P102,Samsung Galaxy,Electronics,1,700,20
1194,C025,2025-02-02,P201,Jeans,Clothing,5,40,nil
1173,C127,2023-08-26,P104,Apple Watch,Electronics,2,350,20
1074,C024,2024-04-26,P302,,Home,2,450,0
1271,C036,2025-12-20,P304,Cookware Set,Home,4,120,0
1105,C084,2024-01-08,P404,,Books,2,5,10
1207,C102,2026-05-12,P102,Samsung Galaxy,Electronics,1,700,5
1297,C073,2025-10-10,P404,Notebook,Books,3,5,20
1017,C150,2025-03-28,P304,Cookware Set,Home,2,120,20
1307,C177,2026-07-12,P101,iPhone 13,Electronics,5,800,30
1462,C106,2026-06-15,P403,Magazine,Books,2,10,0
1089,C137,2023-02-25,P401,Novel,Books,5,15,0
1376,C124,09-12-2026,P404,,Books,1,5,nil
1141,C117,2026-02-02,P201,Jeans,Clothing,4,40,50
1195,C144,2026-02-24,P303,Lamp,Home,1,35,20
1103,C083,2024-05-17,P103,Noise Headphones,Electronics,3,120,20
1385,C140,2026-02-28,P102,Samsung Galaxy,Electronics,2,700,5
1175,C168,2023-07-22,P404,Notebook,Books,5,5,0
1171,C144,11-02-2024,P204,Sneakers,Clothing,1,75,50
1240,C136,07/05/2025,P202,T-shirt,Clothing,2,20,10
1158,C074,2026-10-19,P202,T-shirt,Clothing,1,20,30
1071,C074,2024-03-06,P402,Textbook,Books,5,45,20
1134,C103,2026-01-31,P102,Samsung Galaxy,Electronics,4,700,0
1460,C199,2023-09-30,P201,Jeans,Clothing,1,40,0
1060,C172,"May 23, 2024",P301,Sofa,Home,2,500,0
1368,C057,2023-10-26,P101,iPhone 13,Electronics,3,800,50
1217,C045,,P201,Jeans,Clothing,1,40,20
1228,C025,2026-02-16,P401,Novel,Books,3,15,30
1329,C085,2023-11-29,P403,Magazine,Books,3,10,0
1388,C186,2023-06-10,P304,Cookware Set,Home,1,120,0
1342,C079,2023/02/14,P401,Novel,Books,3,15,30
1358,C194,2026-01-06,P404,Notebook,Books,2,5,50
1019,C153,2023-05-11,P401,Novel,Books,4,15,10
1178,C102,2024-07-19,P203,Jacket,Clothing,1,60,0
1383,C085,2026-03-04,P104,Apple Watch,Electronics,5,350,50
1021,C029,2024-08-24,P402,Textbook,Books,2,45,50
1056,C140,2023-03-15,P304,Cookware Set,Home,5,120,0
1281,C200,,P202,T-shirt,Clothing,2,20,0
1426,C090,2024-12-21,P403,Magazine,Books,5,10,10
1427,C158,2023-13-40,P103,Noise Headphones,Electronics,2,120,0
1035,C173,2026/08/31,P104,Apple Watch,Electronics,1,350,0
1182,C139,2024-05-28,P202,T-shirt,Clothing,1,20,0
1185,C152,2023-08-12,P403,Magazine,Books,5,10,50
1151,C139,2023-03-15,P103,Noise Headphones,Electronics,2,120,5
1208,C196,2024-06-07,P302,Dining Table,Home,3,450,20
1339,C130,2024-02-19,P201,Jeans,Clothing,2,40,0
1245,C008,2024-10-14,P104,Apple Watch,Electronics,3,350,10
1366,C067,2025-01-06,P404,Notebook,Books,4,5,20
1435,C200,2025-07-25,P404,Notebook,Books,5,5,10
1098,C177,2026-07-08,P204,Sneakers,Clothing,1,75,50
1198,C095,2023-08-24,P301,Sofa,Home,5,500,30
1442,C181,2024-08-22,P302,,Home,5,450,50
1155,C145,2026-10-28,P202,T-shirt,Clothing,2,20,20
1123,C041,2023-01-06,P402,Textbook,Books,4,45,0
1114,C046,2024-09-11,P101,iPhone 13,Electronics,5,800,0
1419,C166,08-12-2023,P202,T-shirt,Clothing,2,20,10
1328,C135,2025/10/08,P201,Jeans,Clothing,5,40,0
1172,C078,2026-08-22,P402,Textbook,Books,1,45,10
1109,C104,2026-11-17,P204,Sneakers,Clothing,3,75,30
1079,C136,2026-02-18,P303,,Home,4,35,30
1095,C056,2025-08-10,P301,Sofa,Home,3,500,50
1062,C058,2023-02-18,P203,Jacket,Clothing,4,60,10
1444,C180,2023-09-29,P204,Sneakers,Clothing,2,75,50
1126,C069,19/10/2023,P103,Noise Headphones,Electronics,1,120,50
1338,C135,2025-07-03,P304,Cookware Set,Home,1,120,30
1306,C085,2026-10-11,P104,Apple Watch,Electronics,4,350,50
1211,C081,2026-03-25,P402,Textbook,Books,5,45,10
1092,C065,2023-06-17,P404,Notebook,Books,1,5,0
1130,C151,2023-02-12,P301,Sofa,Home,5,500,nil
1418,C082,05-18-2023,P302,Dining Table,Home,1,450,10
1274,C052,2023-09-09,P201,Jeans,Clothing,1,40,20
1352,C181,2023-04-10,P204,Sneakers,Clothing,1,75,5
1304,C036,2024-11-02,P303,Lamp,Home,2,35,10
1406,C030,2026-02-28,P203,Jacket,Clothing,5,60,30
1025,C093,2024-09-21,P204,Sneakers,Clothing,1,75,0
1434,C195,2024-03-27,P302,Dining Table,Home,1,450,5
1255,C062,2026-09-07,P104,Apple Watch,Electronics,5,350,0
1245,C008,2024-10-14,P104,Apple Watch,Electronics,3,350,10
1127,C146,2024-08-14,P403,,Books,1,10,20
1404,C081,2023-12-30,P401,Novel,Books,3,15,20
1279,C123,2025-12-12,P402,Textbook,Books,4,45,0
1179,C170,2024-03-10,P101,iPhone 13,Electronics,1,800,5
1431,C159,2023-04-20,P304,Cookware Set,Home,1,120,20
1370,C128,2026-02-01,P303,Lamp,Home,3,35,50
1224,C129,"Nov 05, 2023",P102,Samsung Galaxy,Electronics,4,700,10
1348,C173,2026-01-20,P402,Textbook,Books,5,45,20
1094,C006,26/06/2026,P201,Jeans,Clothing,2,40,30
1070,C174,2023-12-23,P302,Dining Table,Home,4,450,0
1037,C119,"May 26, 2024",P103,Noise Headphones,Electronics,4,120,0
1161,C076,2023-02-14,P401,Novel,Books,3,15,nil
1012,C042,04/08/2025,P401,Novel,Books,3,15,30
1145,C117,2024-10-21,P203,Jacket,Clothing,2,60,20
1353,C194,"Apr 26, 2023",P201,Jeans,Clothing,5,40,50
1128,C070,2025-10-21,P404,Notebook,Books,4,5,0
1282,C032,2025-11-27,P201,Jeans,Clothing,3,40,50
1010,C072,"Jul 17, 2025",P304,,Home,2,120,10
1371,C165,not_a_date,P403,Magazine,Books,2,10,5
1177,C026,2026-11-05,P304,Cookware Set,Home,5,120,0
1232,C176,2025-12-14,P103,Noise Headphones,Electronics,4,120,0
1211,C081,2026-03-25,P402,Textbook,Books,5,45,10
1129,C111,2024-10-22,P301,Sofa,Home,1,500,30
1144,C115,2026-01-08,P404,Notebook,Books,3,5,20
1242,C032,2024-08-06,P103,Noise Headphones,Electronics,2,120,5
1008,C076,2026-07-11,P304,Cookware Set,Home,5,120,0
1255,C062,2026-09-07,P104,Apple Watch,Electronics,5,350,0
1408,C105,2026-10-10,P404,Notebook,Books,2,5,50
1331,C110,2025-11-21,P303,Lamp,Home,1,35,5
1009,C170,2024-04-11,P302,Dining Table,Home,1,450,20
1157,C164,2024-06-04,P403,Magazine,Books,3,10,20
1028,C139,2026-11-13,P203,Jacket,Clothing,3,60,10
1267,C020,"Oct 06, 2026",P401,Novel,Books,3,15,5
1065,C081,2025-06-12,P104,Apple Watch,Electronics,4,350,0
1256,C091,2026-01-23,P303,Lamp,Home,2,35,50
1314,C088,23/01/2026,P304,Cookware Set,Home,3,120,5
1154,C015,2024-08-23,P304,Cookware Set,Home,3,120,20
1049,C090,not_a_date,P204,Sneakers,Clothing,3,75,30
1209,C045,2023-09-22,P401,Novel,Books,5,15,50
1288,C161,2026-01-22,P302,Dining Table,Home,3,450,50
1002,C174,2026-01-21,P103,Noise Headphones,Electronics,5,120,0
1270,C040,2026-10-22,P403,Magazine,Books,3,10,30
1266,C187,2024-12-23,P402,Textbook,Books,3,45,0
1323,C041,2025-04-13,P404,Notebook,Books,4,5,10
1413,C193,2024-11-10,P402,Textbook,Books,1,45,nil
1096,C184,2023-08-23,P202,T-shirt,Clothing,3,20,0
1459,C188,2023-07-29,P104,Apple Watch,Electronics,3,350,20
1386,C151,2023-10-23,P401,Novel,Books,1,15,30
1347,C136,2023-09-18,P204,Sneakers,Clothing,1,75,20
1117,C065,2025-09-05,P104,Apple Watch,Electronics,1,350,0
1046,C134,2024-10-09,P301,Sofa,Home,2,500,10
1162,C176,2023-04-11,P404,Notebook,Books,3,5,10
1382,C015,2026/07/28,P101,iPhone 13,Electronics,2,800,50
1118,C162,2026-11-06,P102,,Electronics,2,700,10
1289,C104,2023-13-40,P403,Magazine,Books,1,10,20
1078,C119,2023-04-13,P204,,Clothing,1,75,50
1389,C088,2026-05-24,P401,Novel,Books,3,15,nil
1064,C067,2024-01-01,P301,Sofa,Home,1,500,50
1390,C070,2025-07-11,P404,Notebook,Books,2,5,20
1386,C151,2023-10-23,P401,Novel,Books,1,15,30
1231,C144,2025-02-10,P303,Lamp,Home,2,35,50
1298,C035,2024-06-25,P304,Cookware Set,Home,4,120,30
1187,C123,2025-04-02,P402,Textbook,Books,1,45,0
1335,C198,2024-09-28,P104,Apple Watch,Electronics,3,350,5
1200,C008,2024-01-05,P301,Sofa,Home,3,500,5
1450,C141,2026-03-29,P201,Jeans,Clothing,5,40,50
1122,C161,2024-03-08,P301,Sofa,Home,1,500,0
1465,C200,2026-11-15,P101,iPhone 13,Electronics,3,800,5
1430,C045,10/02/2026,P202,T-shirt,Clothing,4,20,20
1308,C148,2024-04-11,P102,Samsung Galaxy,Electronics,5,700,50
1458,C088,2023-09-04,P402,Textbook,Books,2,45,0
1159,C077,2026-08-01,P402,Textbook,Books,3,45,20
1086,C091,09-03-2024,P401,Novel,Books,4,15,30
1226,C135,2025-12-06,P202,T-shirt,Clothing,3,20,20
1263,C095,2025-11-29,P301,Sofa,Home,1,500,0
1332,C123,2024-10-24,P204,Sneakers,Clothing,1,75,10
1450,C141,2026-03-29,P201,Jeans,Clothing,5,40,50
1077,C002,2023-08-07,P402,Textbook,Books,2,45,30
1387,C100,2026-10-18,P303,Lamp,Home,4,35,50
1372,C185,2026-01-24,P404,Notebook,Books,2,5,50
1088,C087,2026-10-01,P401,Novel,Books,2,15,30
1141,C117,2026-02-02,P201,Jeans,Clothing,4,40,50
1183,C004,2025-01-03,P204,Sneakers,Clothing,5,75,0
1106,C153,2026-12-07,P301,Sofa,Home,5,500,nil
1397,C004,"Aug 20, 2024",P402,Textbook,Books,4,45,30
1050,C181,11/09/2024,P101,iPhone 13,Electronics,5,800,5
1379,C062,2024-01-29,P301,Sofa,Home,3,500,10
1006,C027,not_a_date,P401,Novel,Books,1,15,10
1018,C024,2023-04-07,P104,Apple Watch,Electronics,2,350,20
1235,C190,2025/12/14,P102,Samsung Galaxy,Electronics,3,700,30
1446,C116,2023-06-04,P103,Noise Headphones,Electronics,4,120,10
1395,C115,2026-02-14,P402,Textbook,Books,1,45,nil
1107,C049,2023-06-25,P204,Sneakers,Clothing,4,75,50
1135,C198,,P101,iPhone 13,Electronics,5,800,0
1402,C159,2025-02-17,P303,Lamp,Home,4,35,50
1227,C199,2024/11/23,P102,Samsung Galaxy,Electronics,3,700,nil
1215,C086,2023-12-11,P103,Noise Headphones,Electronics,5,120,5
1191,C167,02-03-2026,P203,Jacket,Clothing,4,60,10
1440,C162,2025-05-26,P202,T-shirt,Clothing,5,20,5
1321,C063,2023-04-14,P204,Sneakers,Clothing,2,75,nil
1283,C058,2024-12-09,P302,Dining Table,Home,1,450,30
1030,C006,2026-04-19,P204,Sneakers,Clothing,5,75,0
1170,C150,2025-02-19,P304,Cookware Set,Home,1,120,30
1181,C085,2023-10-30,P101,iPhone 13,Electronics,3,800,5
1101,C111,2025-01-11,P403,Magazine,Books,2,10,50
1198,C095,2023-08-24,P301,Sofa,Home,5,500,30
1210,C091,2023-05-28,P401,Novel,Books,1,15,0
1136,C133,2025-01-10,P404,Notebook,Books,4,5,30
1470,C151,2023-05-19,P101,iPhone 13,Electronics,3,800,20
1428,C047,2025-02-03,P201,Jeans,Clothing,5,40,30
1199,C197,2026-06-27,P101,iPhone 13,Electronics,5,800,10
1374,C106,2023-10-09,P204,Sneakers,Clothing,1,75,0
1167,C066,2025-09-13,P302,Dining Table,Home,3,450,0
1421,C164,2026-09-08,P402,Textbook,Books,4,45,nil
1137,C034,2024-08-12,P403,Magazine,Books,4,10,30
1286,C087,28/02/2026,P102,Samsung Galaxy,Electronics,1,700,30
1336,C123,10/11/2023,P403,Magazine,Books,5,10,20
1132,C150,11/06/2025,P404,Notebook,Books,1,5,10
1040,C098,2023-01-05,P401,Novel,Books,3,15,10
1216,C199,2024-12-16,P304,Cookware Set,Home,2,120,5
1044,C018,2026-05-03,P103,Noise Headphones,Electronics,2,120,30
1055,C144,31-31-2023,P104,Apple Watch,Electronics,1,350,5
1474,C175,2023-13-40,P103,Noise Headphones,Electronics,3,120,5
1300,C196,2026-01-31,P301,Sofa,Home,5,500,0
1455,C043,2023/04/17,P401,Novel,Books,3,15,20
1305,C152,2024-11-19,P404,Notebook,Books,5,5,10
1036,C064,2024-01-28,P203,Jacket,Clothing,5,60,10
1316,C181,2024-02-29,P404,Notebook,Books,3,5,50
1310,C180,2023-08-14,P203,Jacket,Clothing,1,60,20
1277,C036,2023-13-40,P404,Notebook,Books,1,5,20
1125,C060,2024-06-25,P203,Jacket,Clothing,4,60,5
1143,C001,2024-08-02,P302,Dining Table,Home,5,450,5
1111,C079,2024-05-29,P204,Sneakers,Clothing,1,75,50
1324,C083,2024-08-07,P102,Samsung Galaxy,Electronics,1,700,50
1333,C085,2024-09-10,P101,iPhone 13,Electronics,3,800,0
1394,C079,2025-06-29,P304,Cookware Set,Home,3,120,20
1436,C199,2026-01-17,P304,Cookware Set,Home,5,120,0
1108,C122,2026/08/15,P404,Notebook,Books,4,5,5
1443,C025,2023-10-05,P402,Textbook,Books,1,45,5
1013,C057,2026-11-03,P303,Lamp,Home,1,35,0
1273,C199,2024-06-17,P403,Magazine,Books,2,10,20
1048,C003,2025-07-27,P104,Apple Watch,Electronics,1,350,5
1204,C173,2023-06-17,P301,Sofa,Home,4,500,20
1425,C136,2026-08-01,P303,Lamp,Home,5,35,0
1120,C058,2025-12-06,P401,Novel,Books,4,15,30
1022,C068,10-22-2025,P202,T-shirt,Clothing,5,20,10
1403,C153,2023-10-06,P302,Dining Table,Home,3,450,20
1084,C107,2025-04-14,P303,Lamp,Home,5,35,0
1131,C194,2023-12-25,P404,Notebook,Books,5,5,5
1202,C024,2023-13-40,P203,Jacket,Clothing,4,60,10
1330,C087,2024/08/27,P203,Jacket,Clothing,2,60,20
1230,C168,not_a_date,P401,Novel,Books,2,15,10
1177,C026,2026-11-05,P304,Cookware Set,Home,5,120,0
1287,C068,2026-08-26,P203,,Clothing,5,60,20
1124,C060,2024-08-13,P302,Dining Table,Home,4,450,nil
1034,C169,"Jun 01, 2025",P304,,Home,4,120,0
1472,C138,2026-06-15,P201,Jeans,Clothing,3,40,0
1005,C179,2025-05-15,P303,Lamp,Home,3,35,10
1412,C043,2026-08-18,P102,Samsung Galaxy,Electronics,5,700,20
1020,C142,2023-01-24,P104,Apple Watch,Electronics,5,350,10
1220,C114,2026-07-17,P302,Dining Table,Home,3,450,0
1380,C104,2025-07-29,P204,Sneakers,Clothing,2,75,0
1216,C199,2024-12-16,P304,Cookware Set,Home,2,120,5
1420,C144,2025-05-23,P403,Magazine,Books,2,10,5
1357,C172,2025/02/19,P303,Lamp,Home,4,35,5
1150,C021,2024-11-03,P401,Novel,Books,3,15,20
1225,C183,2023-06-22,P202,T-shirt,Clothing,1,20,20
1248,C156,2025-12-16,P402,Textbook,Books,1,45,0
1441,C016,03-13-2026,P304,Cookware Set,Home,5,120,10
1152,C192,2023-07-05,P402,Textbook,Books,1,45,0
1169,C068,2026-01-03,P104,Apple Watch,Electronics,4,350,10
1318,C089,,P302,,Home,1,450,10
1292,C082,2024-05-10,P403,Magazine,Books,1,10,0
1234,C036,2023-11-14,P103,Noise Headphones,Electronics,3,120,30
1011,C180,2026-10-31,P103,Noise Headphones,Electronics,5,120,5
1280,C082,2026-08-08,P103,Noise Headphones,Electronics,4,120,5
1072,C114,2026-10-15,P203,Jacket,Clothing,5,60,50
1253,C142,2023-02-11,P401,Novel,Books,4,15,nil
